AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
437, GCF 008329535.1, GCF 025822245.1, 0.0410917080, 0.0387382520
438, GCF 001500065.1, GCF 001500145.1, 0.0190697484, 0.0196317616
439, 428, GCF 010726765.1, 0.0039221602, 0.0277010248
440, 421, GCF 001050035.1, 0.0056671784, 0.0239870716
441, GCF 002553535.1, GCF 025823105.1, 0.0228423892, 0.0239616808
442, GCF 001668625.1, GCF 002102395.1, 0.0456545729, 0.0468056171
443, 433, 426, 0.0032018787, 0.0064831538
444, 432, GCF 025822145.1, 0.0036500056, 0.0405044894
445, 423, GCF 001650495.1, 0.0076709655, 0.0379182495
446, GCF 001667505.1, GCF 900240945.1, 0.0284827842, 0.0279719858
447, GCF 001499995.1, GCF 001500125.1, 0.0275922593, 0.0269873707
448, GCF 022370835.2, GCF 010731835.1, 0.0547449671, 0.0556060329
449, GCF 001942045.1, 441, 0.0256695515, 0.0041345185
450, GCF 010729305.1, GCF 002086595.1, 0.0342123848, 0.0345654852
451, GCF 001570485.1, GCF 001500025.1, 0.0297575854, 0.0284344946
452, GCF 900078775.1, GCF 019456655.1, 0.0438584380, 0.0444580320
453, 424, GCF 009729415.1, 0.0119200059, 0.0587121562
454, GCF 000426065.1, GCF 000805385.1, 0.0331565808, 0.0318218092
455, 430, GCF 002101775.1, 0.0083721440, 0.0484845075
456, GCF 008329565.1, GCF 001021385.1, 0.0416307213, 0.0399912687
457, 401, 437, 0.0241783922, 0.0079209603
458, GCF 010723575.1, GCF 002086275.1, 0.0292061357, 0.0289129543
459, GCF 000613245.1, 435, 0.0256940549, 0.0062674451
460, GCF 010727325.1, GCF 017876775.1, 0.0335730085, 0.0341113815
461, GCF 030486405.1, GCF 025823315.1, 0.0335547807, 0.0330545393
462, GCF 001954135.1, GCF 001666875.1, 0.0334957530, 0.0324111370
463, GCF 025822765.1, GCF 002086395.1, 0.0335377782, 0.0335606518
464, GCF 010725725.1, GCF 004014805.1, 0.0339343008, 0.0337380492
465, GCF 001672735.1, GCA 028728255.1, 0.0470209837, 0.0480012363
466, GCF 021648845.1, GCF 001644575.1, 0.0497037141, 0.0478772759
467, 456, GCF 019456675.1, 0.0026156944, 0.0418910056
468, GCF 004762045.1, GCF 000455325.1, 0.0363473169, 0.0363732431
469, GCF 022348085.1, GCF 001044245.1, 0.0456216108, 0.0454797492
470, GCF 010723735.1, GCF 902705885.1, 0.0412926355, 0.0428271545
471, 438, GCF 002086175.1, 0.0119675635, 0.0316066615
472, GCF 002245615.1, 451, 0.0368594848, 0.0072642002
473, GCF 033804465.1, GCF 013337765.1, 0.0449189070, 0.0446173230
474, 436, 465, 0.0116315606, 0.0031822844
475, GCF 002086155.1, GCF 002116635.1, 0.0234147878, 0.0241286022
476, 473, GCF 010731895.1, 0.0018752034, 0.0457025966
477, GCF 019645875.1, GCF 001942625.1, 0.0388664319, 0.0393499781
478, GCF 002102345.1, GCF 011745145.1, 0.0429530117, 0.0411155683
479, GCF 004362315.1, 411, 0.0494547992, 0.0259231008
480, GCA 025821255.1, 450, 0.0421578376, 0.0105778824
481, 469, GCF 007096635.1, 0.0048788563, 0.0514891587
482, GCF 014202335.1, GCF 008329605.1, 0.0530373850, 0.0516292850
483, GCF 000243415.2, GCF 002591975.1, 0.0445022542, 0.0433175858
484, GCF 963378085.1, GCF 900637205.1, 0.0547080558, 0.0561820342
485, 440, GCF 001050015.1, 0.0165198205, 0.0401281645
486, GCF 022370755.2, GCF 001187505.1, 0.0454171754, 0.0457814446
487, 486, GCF 001457595.1, 0.0005316644, 0.0463098156
488, GCF 010731855.1, GCF 001494595.1, 0.0504908512, 0.0477867788
489, 467, 425, 0.0081356958, 0.0210482557
490, 468, 449, 0.0078353289, 0.0157599486
491, GCF 001245615.1, 490, 0.0430289839, 0.0007836736
492, 478, GCF 022179545.1, 0.0048831206, 0.0460060044
493, 455, 410, 0.0093458196, 0.0284176846
494, GCF 002705925.1, GCF 002102175.1, 0.0256349335, 0.0240149865
495, GCF 900566055.1, GCF 002086675.1, 0.0264953946, 0.0273957754
496, GCF 001499905.1, 472, 0.0403863625, 0.0072472150
497, GCF 002086115.1, 399, 0.0589849802, 0.0371832698
498, 444, 466, 0.0178668450, 0.0097969838
499, 477, 491, 0.0081709997, 0.0028635263
500, GCF 000157895.3, 495, 0.0298185395, 0.0022897055
501, 492, 460, 0.0039787143, 0.0164117807
502, 454, 499, 0.0183417816, 0.0026453065
503, 476, GCF 010731875.1, 0.0085065105, 0.0487886870
504, GCF 900566075.1, 500, 0.0310482320, 0.0012925880
505, 457, GCF 025823185.1, 0.0136132166, 0.0625414972
506, GCF 002086655.1, 447, 0.0458057399, 0.0179516651
507, 417, GCF 020181635.1, 0.0275465270, 0.0645064730
508, 420, 474, 0.0267383018, 0.0088309620
509, 493, GCF 002101655.1, 0.0046151867, 0.0641927461
510, GCF 023015925.1, GCF 017352375.1, 0.0533550660, 0.0515193640
511, GCF 001984215.1, GCF 010725885.1, 0.0658250697, 0.0669321203
512, GCF 014873705.1, GCF 000328565.1, 0.0471087121, 0.0468303079
513, 501, 502, 0.0043216747, 0.0035497574
514, 443, 427, 0.0248287003, 0.0305247684
515, 503, 479, 0.0037360958, 0.0107072842
516, 485, 496, 0.0092408013, 0.0066109788
517, GCF 014218295.1, GCF 010731695.1, 0.0482990632, 0.0485138168
518, GCF 001954215.1, GCF 001954275.1, 0.0187837242, 0.0197312658
519, GCF 001672815.1, GCF 002101935.1, 0.0220645186, 0.0217506814
520, GCF 001417955.1, GCF 003614435.1, 0.0389218832, 0.0400199768
521, GCF 001667115.1, GCF 001665395.1, 0.0311144710, 0.0318470190
522, GCF 016592155.1, GCF 900453395.1, 0.0401017277, 0.0394348123
523, 494, 504, 0.0084285316, 0.0044072740
524, GCF 000526915.1, GCF 002102415.1, 0.0290228745, 0.0265680755
525, GCF 900108565.1, GCF 025822705.1, 0.0521167799, 0.0538391301
526, GCF 009729315.1, 513, 0.0566388888, 0.0036624792
527, 515, GCF 002250655.1, 0.0033650358, 0.0608119798
528, GCF 010728155.1, 506, 0.0513894782, 0.0068360868
529, 461, 526, 0.0245654563, 0.0014452098
530, GCF 011694515.1, 488, 0.0590056237, 0.0121446063
531, 509, GCF 002102265.1, 0.0068072076, 0.0664905777
532, GCF 000759695.1, GCF 002086575.1, 0.0359002980, 0.0382852920
533, GCF 002102225.1, GCF 900157385.1, 0.0233981261, 0.0233643439
534, 532, GCF 002101595.1, 0.0015271294, 0.0367351306
535, 517, GCF 016313185.1, 0.0052398926, 0.0580903724
536, GCF 025263565.1, GCF 001545925.1, 0.0592200830, 0.0546722870
537, 534, GCF 003402475.1, 0.0013614766, 0.0376014734
538, GCF 001672755.1, GCF 002104765.1, 0.0221724069, 0.0233035931
539, 462, 529, 0.0281133290, 0.0040960453
540, 445, GCF 029623955.1, 0.0283029161, 0.0668611214
541, 439, 483, 0.0319999876, 0.0163893486
542, GCF 002101675.1, GCF 017086405.1, 0.0454645284, 0.0466692816
543, 531, GCF 963378075.1, 0.0042240289, 0.0746753916
544, GCF 011758805.1, 431, 0.0716679620, 0.0350827067
545, GCF 022430545.2, GCF 001673405.1, 0.0595305889, 0.0579065911
546, GCF 019050325.1, 539, 0.0636078733, 0.0020924650
547, GCF 025263265.1, GCF 010726645.1, 0.0707315091, 0.0670651909
548, 527, GCF 026242035.1, 0.0061753697, 0.0674204163
549, 548, GCF 002723835.1, 0.0003823017, 0.0671198058
550, 484, GCF 963378095.1, 0.0174679150, 0.0748789150
551, 549, 489, 0.0019978621, 0.0194010677
552, GCF 000295825.1, 536, 0.0687323291, 0.0050887159
553, 507, 508, 0.0136735087, 0.0135943306
554, GCF 001665835.1, GCF 001954115.1, 0.0249070215, 0.0241105285
555, GCF 010731595.1, GCF 002086475.1, 0.0226199630, 0.0239172970
556, GCF 025822865.1, GCF 001667075.1, 0.0222683230, 0.0223710470
557, GCF 022374895.2, GCF 900176255.2, 0.0354742467, 0.0349034133
558, GCF 002102355.1, GCF 010727605.1, 0.0379151089, 0.0374449911
559, 538, 554, 0.0030535845, 0.0011700630
560, GCF 900232995.1, GCF 002101845.1, 0.0352621222, 0.0351075478
561, GCF 019668465.1, 559, 0.0278323640, 0.0014635748
562, GCF 010723675.1, GCF 000277125.1, 0.0279856353, 0.0264102847
563, GCF 000164135.1, GCF 002086735.1, 0.0271172568, 0.0267604832
564, 542, 520, 0.0036143743, 0.0091089732
565, 464, GCF 019645835.1, 0.0268667269, 0.0619620181
566, GCF 030295745.1, GCF 006439015.1, 0.0735706876, 0.0756404124
567, 535, 528, 0.0065157627, 0.0093250130
568, 541, GCF 000230895.2, 0.0051343027, 0.0648705029
569, GCF 021654635.1, GCF 013466425.1, 0.0497367937, 0.0528556363
570, GCF 010731715.1, GCF 010730355.1, 0.0408156361, 0.0370839339
571, GCF 004745805.1, GCF 002007745.1, 0.0710511636, 0.0709122964
572, 556, GCF 001672745.1, 0.0054730891, 0.0281447859
573, 562, GCF 020217805.1, 0.0031807254, 0.0295501696
574, GCF 025821415.1, 533, 0.0277434328, 0.0079894722
575, GCF 001672575.1, GCF 001667735.1, 0.0291477920, 0.0293284480
576, GCF 003284935.1, GCF 001673615.1, 0.0297687948, 0.0312430552
577, GCF 002105755.1, 561, 0.0318039059, 0.0058847966
578, 576, GCF 002086125.1, 0.0019159194, 0.0357838956
579, GCF 001907675.1, 575, 0.0329005479, 0.0019096521
580, GCF 001672915.1, 519, 0.0334963839, 0.0127570361
581, GCF 900566085.1, 523, 0.0495825476, 0.0113836952
582, GCF 001667775.1, 579, 0.0356619681, 0.0014579619
583, GCF 001673155.1, GCF 015689175.1, 0.0471517356, 0.0470486544
584, 570, GCF 026625985.1, 0.0040083504, 0.0401721246
585, 543, 553, 0.0066249762, 0.0040517038
586, GCF 002101815.1, GCF 001667185.1, 0.0342452554, 0.0351844746
587, 586, GCF 001667015.1, 0.0004652939, 0.0356971561
588, GCF 001667665.1, GCF 001373515.1, 0.0355370560, 0.0362412140
589, 572, GCF 001667585.1, 0.0062438468, 0.0340158982
590, 573, GCF 001667315.1, 0.0061240147, 0.0375467978
591, GCF 001667925.1, GCF 001667145.1, 0.0412691311, 0.0395580989
592, 587, 574, 0.0031101047, 0.0078497784
593, GCF 001673535.1, 580, 0.0376324771, 0.0056858429
594, GCF 001665295.1, 593, 0.0424201846, 0.0016281079
595, GCF 030252325.1, 545, 0.0683485193, 0.0093850607
596, 578, GCF 001665875.1, 0.0087039536, 0.0426749039
597, 498, 452, 0.0201691636, 0.0345234070
598, 596, 577, 0.0015182421, 0.0108933143
599, GCF 002086335.1, 598, 0.0454847557, 0.0009046195
600, GCF 001673315.1, 459, 0.0567207857, 0.0305274118
601, 584, 557, 0.0074385138, 0.0153423362
602, 588, 555, 0.0082922195, 0.0197007980
603, 589, GCF 025821845.1, 0.0090506556, 0.0427831069
604, 591, 599, 0.0075553242, 0.0020492474
605, 601, 524, 0.0014339179, 0.0221448502
606, GCF 902168065.1, 558, 0.0455108395, 0.0166773455
607, GCF 001672975.1, 604, 0.0495877872, 0.0016897754
608, 603, 563, 0.0029621191, 0.0200243603
609, GCF 001667595.1, 582, 0.0474745660, 0.0149472590
610, 608, 602, 0.0028329564, 0.0063714456
611, 610, GCF 025263485.1, 0.0011740704, 0.0503986316
612, 611, 609, 0.0004388486, 0.0032104591
613, 592, GCF 001668725.1, 0.0112298718, 0.0505114367
614, GCF 035617725.1, 607, 0.0572966111, 0.0056890848
615, GCF 025823255.1, GCF 026723865.1, 0.0581361802, 0.0571424098
616, GCF 002101785.1, GCF 001667035.1, 0.0527235854, 0.0526091146
617, GCF 900157375.1, GCF 002356315.1, 0.0594729331, 0.0592750369
618, 605, 615, 0.0072941870, 0.0009054158
619, GCF 000340435.2, GCF 003408705.1, 0.0534990211, 0.0568598489
620, GCF 001499965.1, 567, 0.0704584987, 0.0033355047
621, GCF 000195855.1, GCF 000975265.2, 0.0569863651, 0.0593980949
622, GCF 026041215.1, GCF 023162105.1, 0.1823399533, 0.1862553967
623, GCF 033741175.1, GCF 002968285.1, 0.0682140609, 0.0689935391
624, GCF 900454025.1, 406, 0.0733031095, 0.0529597755
625, GCF 003284965.1, 516, 0.0648435755, 0.0153457419
626, GCF 012932915.1, 622, 0.1737620194, 0.0013580306
627, 590, GCF 009741445.1, 0.0223787742, 0.0567837570
628, 618, GCF 001665235.1, 0.0060524442, 0.0652434662
629, GCF 029893345.1, 546, 0.0723098917, 0.0090391257
630, 471, GCF 001672895.1, 0.0311712354, 0.0623772721
631, GCF 000612725.1, 552, 0.0701443464, 0.0056997211
632, 481, 480, 0.0272146627, 0.0272434429
633, 568, 463, 0.0072431167, 0.0354398583
634, GCF 013390125.1, 470, 0.0735180140, 0.0318764460
635, 540, GCF 014190915.1, 0.0120465708, 0.0752078930
636, 551, 571, 0.0128576241, 0.0093076923
637, 630, 625, 0.0036560790, 0.0055460222
638, 453, GCF 029892685.1, 0.0383658461, 0.0924104615
639, GCF 029167405.1, 626, 0.1977924776, 0.0036089049
640, GCF 022760805.1, 530, 0.0754247197, 0.0216850878
641, GCF 010726955.1, GCF 010731615.1, 0.1054440925, 0.1076526275
642, 505, 566, 0.0242211472, 0.0097877272
643, 623, GCF 003719305.1, 0.0071494028, 0.0759075672
644, GCF 025821625.1, 634, 0.0741652639, 0.0039475911
645, 597, 497, 0.0093576721, 0.0298483086
646, 512, 446, 0.0248120228, 0.0439288497
647, GCF 010729665.1, GCF 033741125.1, 0.0865596953, 0.0846668747
648, 635, 624, 0.0061530920, 0.0108877088
649, GCF 005222675.1, 644, 0.0790487332, 0.0028271381
650, 648, GCF 001049355.1, 0.0023685470, 0.0840427304
651, GCF 002086415.1, 522, 0.0657701370, 0.0276563580
652, GCF 010731735.1, 403, 0.0905347865, 0.0646497335
653, 650, 631, 0.0016341043, 0.0128793957
654, GCA 026005275.1, 649, 0.0849283977, 0.0046270104
655, 642, 647, 0.0068492157, 0.0043063074
656, 643, GCF 001668615.1, 0.0063977267, 0.0793753333
657, 627, 614, 0.0031636650, 0.0096108463
658, GCF 035616495.1, 518, 0.0572841428, 0.0372242072
659, GCF 019645855.1, GCF 002086215.1, 0.0536721572, 0.0529137428
660, GCF 002553575.1, 641, 0.1188830184, 0.0069911816
661, 525, 637, 0.0279192802, 0.0096273595
662, 636, 640, 0.0100731215, 0.0082352661
663, GCF 002104675.1, GCF 000195955.2, 0.0636925500, 0.0626620700
664, 613, 594, 0.0130836506, 0.0223404833
665, 619, 621, 0.0100340474, 0.0087886901
666, GCF 900157365.1, 617, 0.0713668197, 0.0131221403
667, 628, 606, 0.0071756536, 0.0184661531
668, GCF 010727945.1, 595, 0.0814490102, 0.0187430973
669, GCF 015710575.1, 511, 0.0931499792, 0.0341127308
670, GCF 000612825.1, GCF 002101965.1, 0.0835339777, 0.0808673823
671, GCF 000620625.1, 482, 0.0853466730, 0.0405897070
672, GCF 033804625.1, GCF 033804635.1, 0.0912301910, 0.0934930490
673, 448, 442, 0.0527802164, 0.0550100161
674, 585, GCF 018455725.1, 0.0225764357, 0.1046039984
675, 656, GCF 002553505.1, 0.0063718402, 0.0879305448
676, 646, GCF 003201655.1, 0.0118792552, 0.0811236510
677, GCF 019710635.1, 405, 0.0897709006, 0.0749460444
678, GCF 004570325.1, 620, 0.0854626427, 0.0201998045
679, 670, 629, 0.0042182770, 0.0178856528
680, GCF 008329645.1, 652, 0.0975570763, 0.0102498837
681, GCF 032883035.1, 679, 0.0923218841, 0.0022677880
682, GCF 022317005.1, 661, 0.0893788547, 0.0083786673
683, 514, 681, 0.0412178673, 0.0024726430
684, 510, 678, 0.0423682427, 0.0047021605
685, 653, 654, 0.0140786895, 0.0129733815
686, 672, GCF 024320865.1, 0.0088671915, 0.1073206885
687, 685, 677, 0.0022735399, 0.0076486332
688, 550, 434, 0.0325726258, 0.0654513817
689, 687, 632, 0.0016357871, 0.0284176778
690, 689, 547, 0.0012900992, 0.0381574942
691, GCF 009192875.1, 682, 0.0960675531, 0.0058055864
692, GCF 022557175.1, 680, 0.1040991273, 0.0078913214
693, 487, 683, 0.0556581475, 0.0054241850
694, 645, 544, 0.0222065978, 0.0367328339
695, 633, GCF 025345615.1, 0.0295880620, 0.0970011177
696, 565, 691, 0.0394842854, 0.0074697661
697, 686, 692, 0.0093853828, 0.0072658461
698, 695, 696, 0.0042399677, 0.0011566823
699, 655, 671, 0.0241614595, 0.0198406384
700, 699, 697, 0.0011889321, 0.0025850088
701, GCF 025821665.1, 684, 0.1078876840, 0.0149317665
702, 676, 698, 0.0213725957, 0.0041948144
703, 395, 723, 0.0988286206, 0.0181366303
704, 564, GCF 001673365.1, 0.0301836314, 0.0780953624
705, GCF 002838065.1, 702, 0.0973687727, 0.0051628403
706, 537, GCF 001672775.1, 0.0378327450, 0.0793398050
707, 704, 600, 0.0036670561, 0.0235224246
708, 688, GCF 002592005.1, 0.0163241753, 0.1186772272
709, 675, 705, 0.0271682538, 0.0026232949
710, GCF 900603025.1, GCF 000234585.1, 0.1215377862, 0.1192572438
711, 694, 693, 0.0189213118, 0.0191727202
712, GCF 025822605.1, 669, 0.1196342158, 0.0272348817
713, 690, 701, 0.0224138527, 0.0117734330
714, 638, 711, 0.0430257091, 0.0026023368
715, 700, 714, 0.0151156900, 0.0009929259
716, 708, 712, 0.0045760074, 0.0026185497
717, 713, 709, 0.0028284067, 0.0050506469
718, 717, 710, 0.0015038181, 0.0060817275
719, 716, 660, 0.0038323272, 0.0342414392
720, 718, 715, 0.0033084529, 0.0055123363
721, 706, GCF 002101905.1, 0.0031708252, 0.0857548273
722, 720, GCF 021213805.1, 0.0052457053, 0.1344543033
723, 719, 724, 0.0065625754, 0.0017721254
724, 722, 726, 0.0020823757, 0.0015656033
725, GCF 910591625.1, 668, 0.0955800639, 0.0184554861
726, 662, 733, 0.0411866940, 0.0116297629
727, 674, 673, 0.0302455557, 0.0312282121
728, 721, GCF 002102185.1, 0.0054637184, 0.0850579806
729, GCF 018361265.1, GCF 010723305.1, 0.1001357328, 0.0908357172
730, 727, GCF 004354905.1, 0.0037009324, 0.1062077534
731, 728, 725, 0.0068889450, 0.0107074017
732, 729, 651, 0.0064602195, 0.0299394192
733, 730, 738, 0.0054786500, 0.0105955099
734, 707, 569, 0.0047768933, 0.0384600722
735, GCF 008370645.1, 581, 0.0793893515, 0.0286718144
736, 731, 732, 0.0074328506, 0.0066176104
737, 407, GCF 900292015.1, 0.0718912946, 0.0792492354
738, 736, 760, 0.0043200393, 0.0194304181
739, 475, 560, 0.0541757391, 0.0366128659
740, GCF 902652685.1, GCF 002101875.1, 0.0776322120, 0.0742242980
741, 740, GCF 002102025.1, 0.0022533007, 0.0782551893
742, 664, GCF 002086635.1, 0.0076676703, 0.0737929384
743, 737, 735, 0.0080853874, 0.0105377095
744, GCF 010730575.1, GCF 007714205.1, 0.0835311038, 0.0862684162
745, GCF 001672685.1, 657, 0.0853223607, 0.0165060948
746, 667, 666, 0.0173771183, 0.0158471142
747, 612, 745, 0.0255432340, 0.0021029756
748, 742, 616, 0.0041118932, 0.0223375982
749, 748, 659, 0.0019037143, 0.0138942350
750, 744, 747, 0.0081653709, 0.0071731940
751, 741, 750, 0.0121816814, 0.0007498384
752, 749, 658, 0.0071382990, 0.0211635778
753, 752, 751, 0.0023955293, 0.0038478486
754, 746, 753, 0.0113598095, 0.0019805341
755, GCF 010730195.1, 754, 0.0965228222, 0.0036194537
756, 663, GCF 018278905.1, 0.0175637264, 0.0977215036
757, 734, 458, 0.0150260573, 0.0720971215
758, 521, 755, 0.0623121914, 0.0052434403
759, 665, 758, 0.0324643579, 0.0013608017
760, 766, 759, 0.0062362454, 0.0008669991
761, 757, 583, 0.0034690779, 0.0483326001
762, 761, 739, 0.0021571349, 0.0086941274
763, 756, GCF 002086755.1, 0.0047277320, 0.0825823580
764, 763, GCF 010731535.1, 0.0012422346, 0.0813456191
765, 764, 743, 0.0016643049, 0.0093345949
766, 762, 765, 0.0034558859, 0.0008529825
767, 703, 639, 0.0191860294, 0.0061837118
